book_id,goodreads_book_id,title,authors,original_publication_year,tags
2035,7857195,Squirrel Seeks Chipmunk: A Modest Bestiary,"David Sedaris, Ian Falconer",2010.0,to-read fantasy favorites fiction books-i-own owned audiobook library audio kindle read-in-2011 humor comedy humour funny adult adult-fiction humorous audio-book nonfiction non-fiction short-stories animals fables
2036,7015403,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,2010.0,to-read favorites currently-reading books-i-own owned audiobook audiobooks kindle to-buy book-club audible nonfiction non-fiction philosophy spirituality psychology spiritual self-help self-improvement inspirational personal-development personal-growth health
2037,28214365,Commonwealth,Ann Patchett,2016.0,to-read favorites currently-reading fiction owned audiobook novels audiobooks read-in-2016 library audio kindle to-buy contemporary read-in-2017 audio-books read-2016 adult book-club adult-fiction wish-list did-not-finish historical-fiction literary-fiction bookclub contemporary-fiction family read-2017 2017-reads 2017-books 2016-books
2038,6267237,"The Van Alen Legacy (Blue Bloods, #4)",Melissa de la Cruz,2009.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series owned-books default my-books i-own paranormal teen urban-fantasy supernatural romance to-buy paranormal-romance vampires vampire angels vamps vampire-books blue-bloods melissa-de-la-cruz blue-bloods-series
2039,133526,Blueberries for Sal,Robert McCloskey,1948.0,to-read favorites currently-reading fiction childrens children children-s childhood classics children-s-books kids childrens-books childhood-favorites kids-books children-s-literature children-s-lit classic animals picture-books picture-book caldecott
2040,17340050,"Losing Hope (Hopeless, #2)",Colleen Hoover,2013.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya series favourites owned-books all-time-favorites 5-stars favorite-books favorite faves read-in-2015 made-me-cry kindle romance to-buy read-in-2014 ebook contemporary read-in-2013 ebooks drama high-school chick-lit love abuse contemporary-romance read-2013 2013-reads male-pov new-adult book-boyfriends netgalley book-boyfriend arc emotional na colleen-hoover
2041,10566,Lisey's Story,Stephen King,2006.0,to-read fantasy favorites currently-reading fiction books-i-own owned owned-books default my-books audiobook my-library supernatural mystery library romance horror thriller suspense king stephen-king
2042,15851746,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,2012.0,to-read favorites currently-reading science non-fiction biography
2043,400354,"Men at Arms (Discworld, #15; City Watch #2)",Terry Pratchett,1993.0,to-read fantasy favorites currently-reading fiction books-i-own owned series favourites re-read sci-fi-fantasy default audiobook novels fantasy-sci-fi english mystery library scifi-fantasy kindle ebook humor comedy humour funny satire discworld terry-pratchett pratchett comic-fantasy
2044,495395,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,A.J. Jacobs,2007.0,to-read favorites currently-reading books-i-own owned library kindle humor comedy humour funny adult book-club nonfiction non-fiction memoir memoirs biography autobiography religion spirituality spiritual christian religious biography-memoir christianity faith bible
2045,42432,God Emperor of Dune (Dune Chronicles #4),Frank Herbert,1981.0,to-read fantasy favorites currently-reading fiction books-i-own owned series sci-fi-fantasy default classics library scifi-fantasy sci-fi science-fiction scifi sf science dune frank-herbert space-opera
2046,18465657,The One & Only,Emily Giffin,2014.0,to-read favorites currently-reading fiction books-i-own audiobook audiobooks library audio romance read-in-2014 contemporary adult book-club adult-fiction chick-lit read-2014 emily-giffin
2047,40493,"The Valley of Horses (Earth's Children, #2)",Jean M. Auel,1982.0,to-read fantasy favorites currently-reading fiction books-i-own owned series owned-books adventure default novels romance adult adult-fiction history historical general-fiction historical-fiction prehistoric jean-m-auel
2048,15811568,Six Years,Harlan Coben,2013.0,to-read favorites currently-reading fiction books-i-own owned default audiobooks mystery library audio kindle read-in-2013 adult book-club audible crime thriller suspense mystery-thriller mysteries mystery-suspense thrillers harlan-coben coben
2049,78039,"Ramona the Pest (Ramona, #2)",Beverly Cleary,1968.0,to-read favorites currently-reading young-adult fiction books-i-own owned series childrens children children-s childhood classics children-s-books kids middle-grade childrens-books juvenile childhood-favorites kids-books children-s-literature children-s-lit childhood-books juvenile-fiction humor realistic-fiction childhood-reads chapter-books read-aloud beverly-cleary
2050,2985500,"Night World, No. 2 (Night World, #4-6)",L.J. Smith,2008.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series magic owned-books default my-books i-own paranormal teen witches urban-fantasy supernatural romance werewolves paranormal-romance vampires vampire l-j-smith night-world lj-smith
2051,13872,Geek Love,Katherine Dunn,1989.0,to-read fantasy favorites currently-reading fiction books-i-own owned novels library kindle to-buy contemporary book-club adult-fiction literature abandoned general-fiction literary-fiction contemporary-fiction horror circus
2052,1540,"The Oedipus Cycle: Oedipus Rex/Oedipus at Colonus/Antigone (The Theban Plays, #1–3)","Sophocles, Dudley Fitts, Elena Bono, Robert Fitzgerald",-401.0,to-read favorites currently-reading fiction books-i-own owned owned-books default classics my-library classic literature philosophy mythology school read-for-school for-school school-books poetry drama high-school tragedy greek ancient classical plays play theatre
2053,5527,All the King's Men,Robert Penn Warren,1946.0,to-read favorites currently-reading fiction books-i-own owned classics novels to-buy classic book-club literature history historical-fiction pulitzer pulitzer-prize pulitzer-prize-winners literary-fiction american american-literature politics time-100 southern
2054,5452,"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)",Ann Brashares,2005.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya series owned-books childhood default my-books i-own teen ya-fiction library young-adult-fiction romance contemporary coming-of-age ya-lit friendship realistic-fiction chick-lit teen-fiction ann-brashares
2055,43931,The Woods,Harlan Coben,2007.0,to-read favorites currently-reading fiction books-i-own owned default audiobook audiobooks mystery audio kindle audible crime thriller suspense mystery-thriller mysteries mystery-suspense thrillers harlan-coben coben coben-harlan
2056,187065,"New Spring (Wheel of Time, #0)",Robert Jordan,2004.0,to-read fantasy favorites currently-reading fiction books-i-own owned series magic adventure sci-fi-fantasy default audiobook fantasy-sci-fi epic-fantasy high-fantasy epic wheel-of-time robert-jordan the-wheel-of-time
2057,11600163,The Litigators,John Grisham,2011.0,to-read currently-reading fiction books-i-own owned default audiobook audiobooks mystery library audio kindle ebook crime thriller suspense john-grisham grisham legal-thriller legal grisham-john law
2058,23604559,My Grandmother Asked Me to Tell You She's Sorry,"Fredrik Backman, Henning Koch",2013.0,to-read fantasy favorites currently-reading fiction books-i-own owned audiobook novels audiobooks read-in-2016 library audio kindle to-buy contemporary read-in-2017 read-2016 humor adult book-club adult-fiction abandoned wish-list did-not-finish didn-t-finish general-fiction bookclub contemporary-fiction family book-club-books read-2017 2016-reads sweden
2059,7959473,"American Assassin (Mitch Rapp, #1)",Vince Flynn,2010.0,to-read favorites currently-reading fiction owned series default audiobook mystery audio action thriller suspense mystery-thriller espionage thrillers spy spy-thriller vince-flynn mitch-rapp flynn political-thriller flynn-vince
2060,13588356,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,2012.0,to-read favorites currently-reading books-i-own owned audiobook audiobooks read-in-2016 library audio kindle to-buy adult book-club abandoned nonfiction non-fiction parenting business spirituality psychology self-help self-improvement inspirational inspiration personal-development relationships self-development personal-growth leadership
2061,17333319,Burial Rites,Hannah Kent,2013.0,to-read favorites currently-reading fiction books-i-own owned favourites owned-books audiobook novels audiobooks read-in-2016 mystery library audio read-in-2015 kindle to-buy read-in-2014 ebook contemporary read-2015 adult book-club adult-fiction wish-list history historical europe tbr historical-fiction literary-fiction bookclub 19th-century crime mystery-thriller book-group read-2014 australian iceland
2062,45162,Fingersmith,Sarah Waters,2002.0,to-read favorites currently-reading fiction books-i-own owned favourites owned-books audiobook novels british mystery library kindle romance to-buy ebook england adult 1001-books book-club adult-fiction 1001 literature 1001-books-to-read-before-you-die wish-list history historical historical-fiction literary-fiction victorian crime thriller gothic mystery-thriller lgbt lgbtq glbt queer lgbtqia lesbian
2063,40189,A Year in Provence,Peter Mayle,1989.0,to-read favorites currently-reading fiction books-i-own owned humor book-club nonfiction non-fiction travel memoir memoirs biography french france food
2064,37186,The Miraculous Journey of Edward Tulane,"Kate DiCamillo, Bagram Ibatoulline",2000.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya favourites childrens adventure children children-s childhood audiobook children-s-books kids middle-grade audiobooks childrens-books library audio juvenile kids-books children-s-literature children-s-lit juvenile-fiction friendship chapter-books read-aloud love animals read-alouds kate-dicamillo edward-tulane
2065,10163292,The Last Letter from Your Lover,Jojo Moyes,2008.0,to-read favorites currently-reading fiction books-i-own owned owned-books library read-in-2015 kindle romance read-in-2014 contemporary adult book-club adult-fiction historical historical-fiction chick-lit jojo-moyes
2066,762806,"Gorky Park (Arkady Renko, #1)",Martin Cruz Smith,1981.0,to-read favorites currently-reading fiction owned mystery crime thriller mystery-thriller russia mysteries
2067,15781725,The House Girl,Tara Conklin,2013.0,to-read favorites currently-reading fiction books-i-own audiobook audiobooks mystery library audio kindle read-in-2014 adult book-club adult-fiction historical historical-fiction slavery bookclub art
2068,25346,Out of the Dust,Karen Hesse,1997.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya childrens children children-s childhood classics children-s-books kids middle-grade juvenile children-s-literature children-s-lit middle-school history historical realistic-fiction school read-for-school newbery for-school newberry historical-fiction poetry newbery-medal newbery-award newbery-winners great-depression read-in-8th-grade novel-in-verse grade-8-semester-1 english-420 novels-in-verse 8th-grade engl-420
2069,23219,"Queen of Babble (Queen of Babble, #1)",Meg Cabot,2006.0,to-read favorites currently-reading young-adult fiction books-i-own owned series library romance contemporary humor funny adult adult-fiction chick-lit chicklit contemporary-romance chic-lit meg-cabot
2071,11925514,"Code Name Verity (Code Name Verity, #1)",Elizabeth Wein,2012.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya series favourites owned-books adventure all-time-favorites i-own audiobook novels audiobooks teen british read-in-2016 mystery ya-fiction library audio young-adult-fiction read-in-2015 made-me-cry kindle to-buy read-in-2014 ebook england audio-books read-in-2013 ya-books ya-lit friendship adult book-club abandoned wish-list audible ebooks audio-book unfinished recommended did-not-finish dnf history historical didn-t-finish europe war tbr realistic-fiction historical-fiction bookclub france thriller suspense wwii espionage women read-in-2012 world-war-ii ww2 world-war-2 holocaust teen-fiction maybe ya-historical-fiction spy spies read-2013 read-2014 reviewed 2013-reads epistolary printz netgalley historical-fic ya-historical
2072,270807,"Burned (Burned, #1)",Ellen Hopkins,2006.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya series teen library romance to-buy contemporary realistic-fiction poetry religion abuse novels-in-verse verse ellen-hopkins
2073,43330,Master of the Game,Sidney Sheldon,1982.0,to-read favorites currently-reading fiction owned mystery thriller suspense
2074,6539,"The Body Farm (Kay Scarpetta, #5)",Patricia Cornwell,1994.0,to-read favorites currently-reading fiction books-i-own series default mystery crime thriller suspense mystery-thriller mysteries mystery-suspense murder-mystery crime-fiction patricia-cornwell kay-scarpetta cornwell scarpetta cornwell-patricia
2075,93722,"The Boy Next Door (Boy, #1)",Meg Cabot,2002.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya series library romance to-buy contemporary humor funny adult adult-fiction chick-lit chicklit contemporary-romance chic-lit epistolary meg-cabot romancé
2076,19351,The Epic of Gilgamesh,"Anonymous, N.K. Sandars",-1750.0,to-read fantasy favorites currently-reading fiction books-i-own owned owned-books adventure default classics classic literature history historical epic classic-literature mythology school read-for-school for-school historical-fiction poetry religion ancient epic-poetry college epics ancient-literature myth middle-east
2077,1254951,"The Luxe (Luxe, #1)",Anna Godbersen,2007.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya series owned-books i-own teen mystery ya-fiction library young-adult-fiction kindle romance to-buy wish-list dnf history historical historical-fiction drama chick-lit historical-romance maybe anna-godbersen cover-love
2078,19330,The Complete Tales,Beatrix Potter,1986.0,to-read fantasy favorites currently-reading fiction books-i-own childrens children children-s childhood classics children-s-books kids childrens-books kids-books classic short-stories animals picture-books
2079,11650,"American Pastoral (The American Trilogy, #1)",Philip Roth,1997.0,to-read favorites currently-reading fiction books-i-own owned classics novels library novel to-buy contemporary 1001-books book-club 1001 literature 20th-century 1001-books-to-read-before-you-die usa historical-fiction pulitzer pulitzer-prize pulitzer-prize-winners literary-fiction pulitzer-winners pulitzers contemporary-fiction american american-literature
2080,24453082,Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,2015.0,to-read favorites currently-reading books-i-own owned audiobook audiobooks read-in-2016 library audio read-in-2015 kindle to-buy read-in-2017 audio-books read-2016 adult book-club audible nonfiction non-fiction memoir art business spirituality psychology self-help self-improvement inspirational inspiration personal-development self-development personal-growth writing creativity on-writing 2016-reads
2081,19486421,"Skin Game (The Dresden Files, #15)",Jim Butcher,2014.0,to-read fantasy favorites fiction books-i-own owned series magic adventure sci-fi-fantasy default audiobook audiobooks paranormal urban-fantasy supernatural mystery library audio kindle read-in-2014 ebook audible detective modern-fantasy read-2014 urban fae dresden-files jim-butcher dresden the-dresden-files
2082,646462,The Qur'an / القرآن الكريم,Anonymous,609.0,to-read favorites currently-reading fiction books-i-own owned owned-books default classics history nonfiction non-fiction philosophy reference mythology religion spirituality spiritual religious theology middle-east islam arabic islamic quran
2083,476543,The Darkest Night (Lords of the Underworld #1),Gena Showalter,2008.0,to-read fantasy favorites currently-reading fiction books-i-own owned series default paranormal urban-fantasy supernatural library kindle romance ebook contemporary adult ebooks dnf mythology erotica greek-mythology gods first-in-series maybe paranormal-romance pnr paranormal-fantasy demons romance-paranormal alpha-male angels-demons gena-showalter lords-of-the-underworld demon showalter showalter-gena
2084,2845024,Anathem,Neal Stephenson,2008.0,to-read fantasy favorites currently-reading fiction books-i-own owned sci-fi-fantasy default audiobook novels audiobooks library audio scifi-fantasy kindle to-buy ebook sci-fi science-fiction scifi sf science speculative-fiction abandoned ebooks philosophy cyberpunk sword-and-laser
2085,6433752,The Lacuna,Barbara Kingsolver,2009.0,to-read favorites currently-reading fiction books-i-own owned novels kindle book-club literature abandoned did-not-finish history historical didn-t-finish historical-fiction literary-fiction bookclub art latin-america couldn-t-finish mexico barbara-kingsolver
2086,34532,"Hogfather (Discworld, #20; Death, #4)",Terry Pratchett,1996.0,to-read fantasy favorites currently-reading fiction books-i-own owned series favourites magic owned-books re-read sci-fi-fantasy default audiobook novels fantasy-sci-fi english library scifi-fantasy kindle ebook science-fiction humor comedy humour funny satire humorous high-fantasy discworld terry-pratchett pratchett comic-fantasy christmas
2087,5190,Open House,Elizabeth Berg,2000.0,to-read favorites currently-reading fiction books-i-own contemporary oprah-s-book-club oprah chick-lit
2088,16130291,The Silver Star,Jeannette Walls,2013.0,to-read favorites young-adult fiction books-i-own library audio read-in-2014 coming-of-age adult book-club adult-fiction historical-fiction
2089,11768,The Hotel New Hampshire,John Irving,1981.0,to-read favorites currently-reading fiction books-i-own owned default classics novels contemporary literature general-fiction literary-fiction contemporary-fiction american john-irving
2090,15309,"The Laughing Corpse (Anita Blake, Vampire Hunter, #2)",Laurell K. Hamilton,1994.0,to-read fantasy currently-reading paranormal urban-fantasy vampires
2091,762053,"Key of Light (Key Trilogy, #1)",Nora Roberts,2003.0,to-read fantasy favorites currently-reading fiction books-i-own owned series magic default paranormal mystery romance contemporary chick-lit contemporary-romance paranormal-romance nora-roberts nora
2092,2241059,Identical,Ellen Hopkins,2008.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya teen ya-fiction library romance to-buy contemporary realistic-fiction poetry mental-health abuse mental-illness novels-in-verse verse ellen-hopkins
2093,7746259,The Stand: Soul Survivors,"Roberto Aguirre-Sacasa, Mike Perkins, Laura       Martin, Stephen King",2010.0,to-read horror graphic-novels comics
2094,9583508,"Smokin' Seventeen (Stephanie Plum, #17)","Janet Evanovich, Lorelei King",2011.0,to-read favorites currently-reading fiction books-i-own owned series default audiobook audiobooks mystery library audio kindle romance contemporary audio-books read-in-2011 humor comedy humour funny adult adult-fiction crime mystery-thriller mysteries mystery-suspense chick-lit read-in-2012 janet-evanovich stephanie-plum evanovich stephanie-plum-series evanovich-janet read-2011 bounty-hunter
2095,105549,The Sneetches and Other Stories,Dr. Seuss,1961.0,to-read favorites currently-reading fiction childrens children children-s childhood classics children-s-books kids childrens-books childhood-favorites kids-books poetry picture-books picture-book dr-seuss
2096,598160,"Polar Bear, Polar Bear, What Do You Hear?","Bill Martin Jr., Eric Carle",1982.0,to-read currently-reading fiction childrens children children-s childhood children-s-books kids childrens-books kids-books animals picture-books picture-book
2097,24861,Demian. Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,1919.0,to-read favorites currently-reading fiction books-i-own owned favourites classics novels novel classic literature philosophy german german-literature germany german-lit hermann-hesse
2098,9590,"God Bless You, Mr. Rosewater",Kurt Vonnegut Jr.,1965.0,to-read favorites currently-reading fiction books-i-own owned classics novels kindle sci-fi science-fiction humor 1001-books satire 1001 literature american vonnegut kurt-vonnegut
2100,19030845,Batman: The Dark Knight Returns #1,Frank Miller,1986.0,to-read currently-reading graphic-novels comics cómics
2101,99298,"The Harry Potter Collection 1-4 (Harry Potter, #1-4)","J.K. Rowling, Mary GrandPré",1999.0,to-read fantasy favorites currently-reading fiction harry-potter
2102,6597651,The Windup Girl,Paolo Bacigalupi,2009.0,to-read fantasy favorites currently-reading fiction owned default sci-fi science-fiction scifi sf ebooks dnf hugo-winners dystopia dystopian cyberpunk asia post-apocalyptic thailand biopunk
2103,92308,The Importance of Being Earnest and Other Plays,"Oscar Wilde, Richard Allen Cave",1954.0,to-read favorites currently-reading fiction books-i-own owned classics classic humor literature 19th-century drama plays play theatre
2104,9627755,"Isla and the Happily Ever After (Anna and the French Kiss, #3)",Stephanie Perkins,2014.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya series favourites owned-books my-books i-own 5-stars favorite teen english read-in-2016 ya-fiction library young-adult-fiction read-in-2015 made-me-cry kindle romance to-buy read-in-2014 ebook contemporary read-in-english read-in-2017 on-my-shelf boarding-school read-2016 read-2015 wish-list ebooks dnf travel tbr realistic-fiction realistic contemporary-fiction france e-books e-book high-school 4-stars chick-lit love paris contemporary-romance 2014-books ya-contemporary read-2014 reviewed 2014-reads ya-romance summer-reads finished-series 2015-reads contemporary-ya book-boyfriends cute cover-love signed stephanie-perkins 2014-releases 2014-release
2105,38619,"Magic Bites (Kate Daniels, #1)",Ilona Andrews,2007.0,to-read fantasy favorites currently-reading fiction books-i-own owned series favourites magic re-read adventure sci-fi-fantasy default i-own audiobook fantasy-sci-fi favorite audiobooks paranormal witches urban-fantasy supernatural mystery library audio favorite-series read-in-2015 kindle romance to-buy read-in-2014 ebook action read-in-2013 read-in-2011 werewolves funny adult adult-fiction wish-list audible ebooks audio-book dnf mythology e-book dystopia dystopian 4-stars read-in-2012 post-apocalyptic first-in-series maybe paranormal-romance vampires vampire shifters shapeshifters werewolf pnr shifter uf paranormal-fantasy urban vaginal-fantasy fantasy-urban fantasy-paranormal ilona-andrews kate-daniels kick-ass-heroine shapeshifter shape-shifters kickass-heroine paranormal-urban-fantasy kate-daniels-series 1st-in-series
2107,43944,Suite Française,"Irène Némirovsky, Sandra Smith",2004.0,to-read favorites books-i-own owned owned-books default classics novels 1001-books 1001 literature abandoned history historical europe war historical-fiction literary-fiction bookclub france french-literature wwii book-group world-war-ii world-war-2 paris
2108,395233,The Letters of Vincent van Gogh,"Vincent van Gogh, Ronald de Leeuw, Mark Roskill, Arnold J. Pomerans",1914.0,to-read favorites currently-reading nonfiction non-fiction biography art letters
2109,34499,"Sourcery (Discworld, #5; Rincewind #3)",Terry Pratchett,1988.0,to-read fantasy favorites currently-reading fiction books-i-own owned series magic owned-books adventure sci-fi-fantasy default audiobook novels fantasy-sci-fi english library scifi-fantasy kindle ebook science-fiction humor comedy humour funny satire humorous ebooks high-fantasy discworld terry-pratchett pratchett comic-fantasy
2110,29801,"Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World",Bryan Lee O'Malley,2005.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series library romance borrowed humor comedy humour manga graphic-novels graphic-novel canadian comics cómics comics-graphic-novels comic-books graphic graphic-novels-comics comic comics-and-graphic-novels graphic-novels-and-comics scott-pilgrim
2111,22374,Batman: Arkham Asylum - A Serious House on Serious Earth,"Grant Morrison, Dave McKean",1989.0,to-read favorites currently-reading graphic-novels graphic-novel cómics graphic comic dc batman
2112,20698530,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Jenny Han,2015.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya series favourites owned-books my-books i-own audiobook 5-stars favorite audiobooks teen english read-in-2016 ya-fiction library read-in-2015 kindle romance to-buy ebook contemporary read-in-english read-in-2017 on-my-shelf read-2016 read-2015 wish-list ebooks tbr realistic-fiction e-book family high-school 4-stars chick-lit contemporary-romance ya-contemporary read-2017 reviewed 2016-reads ya-romance love-triangle 2017-reads 2015-reads 2015-books book-boyfriends cute cover-love jenny-han summer-2015 2015-releases 2015-release
2113,23153154,"Memory Man (Amos Decker, #1)",David Baldacci,2015.0,to-read currently-reading fiction series default audiobook audiobooks mystery library audio kindle audio-books audible crime thriller suspense mystery-thriller david-baldacci baldacci baldacci-david
2114,2138727,Mudbound,Hillary Jordan,2008.0,to-read favorites currently-reading fiction book-club historical-fiction
2115,55403,Black Hawk Down,Mark Bowden,1999.0,to-read favorites currently-reading books-i-own owned default history nonfiction non-fiction war africa military military-history
2116,22055262,"A Darker Shade of Magic (Shades of Magic, #1)","V.E. Schwab, Victoria Schwab",2015.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series favourites magic owned-books adventure sci-fi-fantasy all-time-favorites my-books i-own audiobook 5-stars novels fantasy-sci-fi favorite audiobooks paranormal ya-fantasy english urban-fantasy read-in-2016 supernatural own-it library audio scifi-fantasy faves read-in-2015 kindle romance ebook read-in-english read-in-2017 on-my-shelf fantasy-scifi audio-books sci-fi female-author read-2016 read-2015 time-travel séries science-fiction adult book-club adult-fiction abandoned wish-list audible ebooks audio-book must-read recommended did-not-finish dnf on-hold historical high-fantasy tbr historical-fiction e-books e-book alternate-history 4-stars lgbt london first-in-series need-to-buy historical-fantasy maybe library-books read-2017 reviewed 2016-reads tbr-pile sword-and-laser genre-fantasy to-read-fantasy fantasy-to-read books-to-buy 2017-reads 2017-reading-challenge new-adult 2015-reads owned-tbr cover-love signed want-to-buy 2015-releases 2015-release really-want-to-read 2017-tbr
2117,3398625,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,2009.0,to-read favorites currently-reading fiction books-i-own owned adventure audiobook audiobooks mystery library audio kindle book-club science history nonfiction non-fiction historical travel biography latin-america south-america anthropology exploration amazon
2118,15704459,"Firefight (The Reckoners, #2)",Brandon Sanderson,2015.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series owned-books adventure sci-fi-fantasy audiobook fantasy-sci-fi audiobooks urban-fantasy read-in-2016 library audio read-in-2015 kindle to-buy ebook action sci-fi read-2015 science-fiction scifi audible dystopia dystopian post-apocalyptic superheroes superhero sanderson brandon-sanderson reckoners
2119,28249,"The Magicians' Guild (Black Magician Trilogy, #1)",Trudi Canavan,2001.0,to-read fantasy currently-reading fiction books-i-own owned favourites owned-books adventure sci-fi-fantasy fantasy-sci-fi library romance to-buy adult epic-fantasy high-fantasy trudi-canavan
2120,6693332,"The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)",Michael Scott,2010.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series magic owned-books adventure default urban-fantasy library to-buy mythology nicholas-flamel michael-scott
2121,6977769,"61 Hours (Jack Reacher, #14)",Lee Child,2010.0,to-read favorites currently-reading fiction books-i-own owned series adventure default audiobook mystery library audio kindle action ebooks action-adventure crime thriller suspense mystery-thriller thrillers military lee-child jack-reacher reacher child-lee child
2122,662597,Cut,Patricia McCormick,2000.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya teen ya-fiction to-buy contemporary realistic-fiction realistic psychology mental-health mental-illness self-harm
2123,74532,George's Marvellous Medicine,"Roald Dahl, Quentin Blake",1981.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned favourites childrens owned-books children children-s childhood default classics children-s-books kids childrens-books childhood-favorites kids-books children-s-literature childhood-books humor humour childhood-reads childhood-favourites roald-dahl
2124,41193,A Thousand Acres,Jane Smiley,1991.0,to-read favorites currently-reading fiction books-i-own owned novels contemporary book-club literature pulitzer pulitzer-prize pulitzer-prize-winners literary-fiction pulitzer-winners pulitzers contemporary-fiction
2125,24780,"The Book of Three (The Chronicles of Prydain, #1)",Lloyd Alexander,1964.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series magic childrens re-read adventure children children-s sci-fi-fantasy childhood default classics audiobook children-s-books kids fantasy-sci-fi middle-grade audiobooks ya-fantasy childrens-books library scifi-fantasy juvenile to-buy childhood-favorites kids-books classic epic-fantasy high-fantasy mythology
2126,2355575,"Cry Wolf (Alpha & Omega, #1)",Patricia Briggs,2008.0,to-read fantasy favorites currently-reading fiction books-i-own owned series favourites magic re-read sci-fi-fantasy default audiobook audiobooks paranormal witches urban-fantasy supernatural mystery library audio kindle romance ebook contemporary werewolves adult ebooks first-in-series paranormal-romance vampires shifters shapeshifters werewolf pnr shifter uf wolves paranormal-fantasy urban shapeshifter shape-shifters patricia-briggs weres briggs-patricia alpha-omega alpha-and-omega
2127,770051,Olivia,Ian Falconer,2000.0,to-read favorites currently-reading fiction childrens children children-s children-s-books kids childrens-books kids-books children-s-literature children-s-lit animals picture-books picture-book caldecott
2128,77156,"Plainsong (Plainsong, #1)",Kent Haruf,1999.0,to-read favorites currently-reading fiction books-i-own owned novels contemporary book-club adult-fiction literature literary-fiction contemporary-fiction colorado
2129,62953,Ghost World,Daniel Clowes,1998.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya library to-buy contemporary coming-of-age humor graphic-novels graphic-novel comics cómics comics-graphic-novels comic-books graphic graphic-novels-comics comic comics-and-graphic-novels graphic-novels-and-comics comix graphicnovels
2130,11966216,"Torn (Trylle, #2)",Amanda Hocking,2010.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series favourites magic owned-books my-books i-own paranormal ya-fantasy teen urban-fantasy supernatural kindle romance ebook read-in-2011 ebooks read-in-2012 nook paranormal-romance love-triangle amanda-hocking trolls trylle trylle-trilogy
2131,19117,Fathers and Sons,"Ivan Turgenev, George Reavy, Jane Costlow",1862.0,favorites currently-reading fiction books-i-own owned owned-books classics novels novel classic 1001-books 1001 literature historical-fiction 19th-century russian russian-literature russian-lit russian-classics
2132,113934,The Goal: A Process of Ongoing Improvement,"Eliyahu M. Goldratt, Jeff Cox",1984.0,to-read favorites currently-reading nonfiction business-books leadership personal-mba work
2133,9684523,Caleb's Crossing,Geraldine Brooks,2011.0,to-read favorites currently-reading fiction owned audiobook audiobooks library audio kindle adult book-club adult-fiction history historical historical-fiction bookclub religion book-group 17th-century native-american native-americans colonial-america
2134,2722413,"Evernight (Evernight, #1)",Claudia Gray,2008.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series owned-books default my-books i-own paranormal teen urban-fantasy supernatural library kindle romance to-buy ebook boarding-school wish-list paranormal-romance vampires vampire vamps ya-paranormal evernight claudia-gray
2135,108942,"Bad Luck and Trouble (Jack Reacher, #11)",Lee Child,2007.0,to-read favorites currently-reading fiction owned series default audiobook mystery library audio kindle action crime thriller suspense mystery-thriller detective thrillers lee-child jack-reacher reacher child-lee child jack-reacher-series
2136,2152,The Jane Austen Book Club,Karen Joy Fowler,2004.0,to-read favorites currently-reading fiction books-i-own owned owned-books novels library romance contemporary adult book-club adult-fiction general-fiction contemporary-fiction modern-fiction chick-lit books-about-books jane-austen austen chicklit
